dataset, lr, local_loss, local_binary_accuracy, central_loss, central_binary_accuracy
semantic140, 0.0001, 0.6367036518454551, 0.6506270258128645, 0.544490396976471, 0.7118175625801086
semantic140, 0.0001, 0.6499964511394499, 0.6348317276313903, 0.5327030420303345, 0.7235659956932068
